origin_geoid,GEOID,closest_pcs_id,closest_pcs_lat,closest_pcs_lon,closest_pcs_dist_km,closest_pcs_dist_mi,most_visited_pcs_id,most_visited_pcs_visit_pct,most_visited_pcs_lat,most_visited_pcs_lon,visit_pct_total,top_pois_at_most_visited_pcs
171118712062,171118712062,302297,42.163427,-88.334318,1.0763,0.6688,169013.0,0.0401831640381603,41.882312,-87.630943,0.3311406273697213,3 W|None|0.000055; Galmont Consulting|None|0.000051; Shkalix|None|0.000051
171118712063,171118712063,302291,42.163028,-88.336198,0.6518,0.405,213167.0,0.0384192629525863,42.1780903,-88.3996337,0.2270590601452766,Northwestern Medicine Huntley Hospital Emergency Department|General Medical and Surgical Hospitals|0.000575; Centegra Hospital Huntley|General Medical and Surgical Hospitals|0.000575; Bluhm Cardiovascular Institute at Huntley Hospital|Offices of Physicians (except Mental Health Specialists)|0.000575
171118712064,171118712064,279378,42.1693,-88.3367,0.4966,0.3086,,,,,,
171118712071,171118712071,154807,42.1798635,-88.3334365,0.9924,0.6166,154807.0,0.016464076075386,42.1798635,-88.3334365,0.2178550066403755,Costco Gasoline (Costco Gasoline)|Gasoline Stations with Convenience Stores|0.008805; Costa Coffee (Costa Coffee)|Snack and Nonalcoholic Beverage Bars|0.001130; PetSuites (PetSuites)|Pet and Pet Supplies Stores|0.001054
171118712072,171118712072,154807,42.1798635,-88.3334365,0.3597,0.2235,154807.0,0.0348334563819428,42.1798635,-88.3334365,0.2503611209193336,Costa Coffee (Costa Coffee)|Snack and Nonalcoholic Beverage Bars|0.009304; AMC Entertainment (AMC Entertainment)|Motion Picture Theaters (except Drive-Ins)|0.005928; Costco Gasoline (Costco Gasoline)|Gasoline Stations with Convenience Stores|0.003643
171118712073,171118712073,154807,42.1798635,-88.3334365,1.2379,0.7692,154807.0,0.0150374489697515,42.1798635,-88.3334365,0.1504323507666591,Costco Gasoline (Costco Gasoline)|Gasoline Stations with Convenience Stores|0.006082; PetSuites (PetSuites)|Pet and Pet Supplies Stores|0.001839; Costa Coffee (Costa Coffee)|Snack and Nonalcoholic Beverage Bars|0.001318
171118712081,171118712081,154807,42.1798635,-88.3334365,1.7876,1.1108,169013.0,0.0406471368217347,41.882312,-87.630943,0.3132752242799747,Picasso Statue|Historical Sites|0.000115; Heritage Investigations & Surveillance|None|0.000096; Channing Capital Management|Investment Advice|0.000096
171118712082,171118712082,154807,42.1798635,-88.3334365,2.5906,1.6097,169013.0,0.0253628673618076,41.882312,-87.630943,0.2496972162821944,Labamba Burritos (Labamba Burritos)|Full-Service Restaurants|0.000066; Raimondi & Orton|Offices of Lawyers|0.000057; Hansche Heather Lwyr|Offices of Lawyers|0.000052
171118712091,171118712091,154807,42.1798635,-88.3334365,1.546,0.9606,80236.0,0.0232727319136988,41.881597,-87.636514,0.3269094552253568,Smith Diane Green Atty|Offices of Lawyers|0.000147; Michel James E|Offices of Lawyers|0.000147; The Cambridge Group|None|0.000147
171118712092,171118712092,154807,42.1798635,-88.3334365,2.3724,1.4741,154807.0,0.0247876602093441,42.1798635,-88.3334365,0.254196868061511,PetSuites (PetSuites)|Pet and Pet Supplies Stores|0.005592; Costco Gasoline (Costco Gasoline)|Gasoline Stations with Convenience Stores|0.004805; Costa Coffee (Costa Coffee)|Snack and Nonalcoholic Beverage Bars|0.004511
